unique_im,is_specialcore,stim_pos,dot_motdir_deg,dot_motdir_deg_i,dot_coh,dot_coh_i,rel_motdir_deg,rel_motdir_deg_i,is_special_core,dot_pos,img_quiz_dots_overlap,img_quiz_dot1_x_pix,img_quiz_dot1_y_pix,img_quiz_dot2_x_pix,img_quiz_dot2_y_pix,img_quiz_dot1_x_deg,img_quiz_dot1_y_deg,img_quiz_dot2_x_deg,img_quiz_dot2_y_deg,img_quiz_dot1_orient_deg,img_quiz_dot2_orient_deg,img_quiz_dot_specialcore_stim_nr,img_quiz_dot_filename,ltm_paired_stim,ltm_paired_stim_class_i
667,1,right,213.75,5,1,3,0,0,NaN,NaN,1,208,188,122,317,0.220913818090765,0.38121158748135,1.26157876442955,1.7080296939182,213.75,393.75,45,NaN,NaN,NaN
668,1,right,213.75,5,1,3,0,0,NaN,NaN,1,231,50,109,233,-0.757233031668329,1.55636969187921,1.59107026047301,0.997589660505531,213.75,393.75,45,NaN,NaN,NaN
669,1,right,213.75,5,1,3,0,0,NaN,NaN,1,178,170,93,297,-0.871328300557583,0.0800183853385267,1.41425256772653,1.65867470258417,213.75,393.75,45,NaN,NaN,NaN
670,1,right,213.75,5,1,3,0,0,NaN,NaN,1,297,120,190,281,-0.285464589955694,1.51552572683376,0.939109277975672,1.19402132132914,213.75,393.75,45,NaN,NaN,NaN
671,1,right,213.75,5,1,3,0,0,NaN,NaN,1,224,153,124,302,-0.300658263538776,0.595662572994386,1.27854030368817,1.54890097453533,213.75,393.75,45,NaN,NaN,NaN
672,1,right,213.75,5,1,3,0,0,NaN,NaN,1,235,57,81,288,-0.723373298051314,1.5117608234795,1.48113168426327,1.65918127595568,213.75,393.75,45,NaN,NaN,NaN
673,1,right,213.75,5,1,3,0,0,NaN,NaN,2,208,182,43,123,0.105315168760826,0.361919283623964,-1.7943331684843,1.62813709845579,289.5,469.5,45,NaN,NaN,NaN
674,1,right,213.75,5,1,3,0,0,NaN,NaN,2,163,187,226,42,1.60340058797665,0.196087232827925,-0.793822136559152,1.62856025402294,23.25,203.25,45,NaN,NaN,NaN
675,1,right,213.75,5,1,3,0,0,NaN,NaN,2,129,263,132,62,1.34561801713618,1.11800608771593,-1.26153675873326,1.3971604378111,0.75,180.75,45,NaN,NaN,NaN
676,1,right,213.75,5,1,3,0,0,NaN,NaN,2,73,147,311,204,-1.86109414227594,1.21733235202744,0.132073098609731,1.55788986497833,103.5,283.5,45,NaN,NaN,NaN
677,1,right,213.75,5,1,3,0,0,NaN,NaN,2,179,181,275,60,0.739345375466117,0.0594707757666068,-0.566892002059251,1.7298661659528,38.25,218.25,45,NaN,NaN,NaN
678,1,right,213.75,5,1,3,0,0,NaN,NaN,2,154,263,47,194,1.18320195256018,1.01371141400676,1.95511391098857,1.4764863603668,303,483,45,NaN,NaN,NaN
679,1,right,213.75,5,1,3,0,0,NaN,NaN,2,138,283,267,112,1.24823764492725,1.28133607229694,-0.40034220669975,1.26171662103458,37.25,217.25,45,NaN,NaN,NaN
680,1,right,213.75,5,1,3,0,0,NaN,NaN,2,54,192,313,211,1.9567967630167,1.40125031389959,0.158652923700595,1.60062911076091,94,274,45,NaN,NaN,NaN
681,1,right,213.75,5,1,3,0,0,NaN,NaN,2,278,272,114,99,0.4907240141275,1.58701305540753,-1.46235719150651,1.12845297748327,316.5,496.5,45,NaN,NaN,NaN
682,1,right,213.75,5,1,3,0,0,NaN,NaN,2,174,176,211,42,-1.9261712416198,0.0299781036741813,-0.859910526537187,1.57674547683823,15.25,195.25,45,NaN,NaN,NaN
683,1,left,258.75,6,1,3,0,0,NaN,NaN,1,250,173,39,215,-0.033572037531648,0.82911668726223,1.86541836910625,1.61687726165791,258.75,438.75,46,NaN,NaN,NaN
684,1,left,258.75,6,1,3,0,0,NaN,NaN,1,267,156,64,196,-0.14397214005606,1.04797989537463,1.92679975243473,1.29205135445413,258.75,438.75,46,NaN,NaN,NaN
685,1,left,258.75,6,1,3,0,0,NaN,NaN,1,318,203,69,253,0.121081999073943,1.63331414771422,1.63958998402198,1.49054645059018,258.75,438.75,46,NaN,NaN,NaN
686,1,left,258.75,6,1,3,0,0,NaN,NaN,1,315,127,152,160,-0.221731777437343,1.66653346749915,-1.65697089187912,0.339677182517166,258.75,438.75,46,NaN,NaN,NaN
687,1,left,258.75,6,1,3,0,0,NaN,NaN,1,315,233,122,272,0.254343215116892,1.69332098520969,1.35795364465617,1.24438690642557,258.75,438.75,46,NaN,NaN,NaN
688,1,left,258.75,6,1,3,0,0,NaN,NaN,1,210,52,64,80,-0.852507356418188,1.46573563223307,-1.58060073278994,1.67408631692416,258.75,438.75,46,NaN,NaN,NaN
689,1,left,258.75,6,1,3,0,0,NaN,NaN,1,306,199,179,224,0.109785070249442,1.48823581686666,0.992338407848999,0.53796482760882,258.75,438.75,46,NaN,NaN,NaN
690,1,left,258.75,6,1,3,0,0,NaN,NaN,1,319,176,42,231,-0.00443204441445852,1.61646544430009,1.79233233859846,1.6424758794621,258.75,438.75,46,NaN,NaN,NaN
691,1,left,258.75,6,1,3,0,0,NaN,NaN,1,244,202,109,229,0.238150580873043,0.817684807573562,1.61178289860892,0.974274240743582,258.75,438.75,46,NaN,NaN,NaN
692,1,left,258.75,6,1,3,0,0,NaN,NaN,1,254,113,36,156,-0.445125559411965,1.13934543179374,-1.94788773587899,1.60530646576305,258.75,438.75,46,NaN,NaN,NaN
693,1,left,258.75,6,1,3,0,0,NaN,NaN,2,190,174,104,44,-0.129564915800236,0.156356408027099,-1.34823707516084,1.71084794915417,326.25,506.25,46,NaN,NaN,NaN
694,1,left,258.75,6,1,3,0,0,NaN,NaN,2,59,251,116,36,1.67523505577707,1.57731104976771,-1.28354453364903,1.73114608593315,15,195,46,NaN,NaN,NaN
695,1,left,258.75,6,1,3,0,0,NaN,NaN,2,244,289,49,254,0.670159208217778,1.48284485210434,1.68575969375365,1.69708676947945,280,460,46,NaN,NaN,NaN
696,1,left,258.75,6,1,3,0,0,NaN,NaN,2,270,93,139,288,-0.472309847010962,1.42284904503781,1.23205533270718,1.33228687006648,214,394,46,NaN,NaN,NaN
697,1,left,258.75,6,1,3,0,0,NaN,NaN,2,142,163,206,300,-1.78772299338189,0.416953427922448,0.868443644910343,1.44399063986383,155.25,335.25,46,NaN,NaN,NaN
698,1,left,258.75,6,1,3,0,0,NaN,NaN,2,166,208,301,261,1.22352597619267,0.375566714156653,0.384811689231817,1.70720573455086,111.25,291.25,46,NaN,NaN,NaN
699,1,left,258.75,6,1,3,0,0,NaN,NaN,2,89,167,272,290,-1.97091338853584,0.996919449217279,0.567530713579747,1.68244571254345,124,304,46,NaN,NaN,NaN
700,1,left,258.75,6,1,3,0,0,NaN,NaN,2,125,218,280,184,1.60012161942046,0.748453163304372,0.044686993851395,1.1752463891572,77.5,257.5,46,NaN,NaN,NaN
701,1,left,258.75,6,1,3,0,0,NaN,NaN,2,291,144,73,287,-0.179348496628741,1.35411605620998,1.50961762334784,1.72310060247266,236.75,416.75,46,NaN,NaN,NaN
702,1,left,258.75,6,1,3,0,0,NaN,NaN,2,168,207,297,137,1.1919522144976,0.361062030437837,-0.204727731324621,1.44182153287089,61.5,241.5,46,NaN,NaN,NaN
703,1,right,303.75,7,1,3,0,0,NaN,NaN,1,208,243,63,146,0.734622584045952,0.833803033594879,-1.87082207244213,1.3382934830185,303.75,483.75,47,NaN,NaN,NaN
704,1,right,303.75,7,1,3,0,0,NaN,NaN,1,228,214,54,99,0.413565910837181,0.719983543549058,-1.67189550214998,1.64151648920418,303.75,483.75,47,NaN,NaN,NaN
705,1,right,303.75,7,1,3,0,0,NaN,NaN,1,198,174,70,88,-0.0852394276574475,0.251089192997389,-1.58987640643649,1.57401084006494,303.75,483.75,47,NaN,NaN,NaN
706,1,right,303.75,7,1,3,0,0,NaN,NaN,1,195,183,55,90,0.223229323111683,0.225811211905163,-1.63724267025555,1.68838070470023,303.75,483.75,47,NaN,NaN,NaN
707,1,right,303.75,7,1,3,0,0,NaN,NaN,1,293,269,165,184,0.435984924138338,1.68421164513696,1.6794236107562,0.151462575400617,303.75,483.75,47,NaN,NaN,NaN
708,1,right,303.75,7,1,3,0,0,NaN,NaN,1,242,276,33,136,0.641574968278494,1.34614605343536,-1.8618351989137,1.6952915640005,303.75,483.75,47,NaN,NaN,NaN
709,1,right,303.75,7,1,3,0,0,NaN,NaN,1,218,266,41,148,0.736726577598844,1.12154285442339,-1.90508287517467,1.5682849218576,303.75,483.75,47,NaN,NaN,NaN
710,1,right,303.75,7,1,3,0,0,NaN,NaN,1,260,197,154,126,0.1583610331279,0.979821114856466,-1.29368858703167,0.62306086530995,303.75,483.75,47,NaN,NaN,NaN
711,1,right,303.75,7,1,3,0,0,NaN,NaN,1,305,211,83,63,0.170897781843889,1.50429094006191,-1.46867852068229,1.67378574765704,303.75,483.75,47,NaN,NaN,NaN
712,1,right,303.75,7,1,3,0,0,NaN,NaN,1,176,279,51,195,1.02230102444782,1.16137940740391,1.9463719262013,1.44295951009696,303.75,483.75,47,NaN,NaN,NaN
713,1,right,303.75,7,1,3,0,0,NaN,NaN,2,188,55,170,245,-0.961288154934321,1.37783568281003,1.0805744633006,0.775727119138474,185.25,365.25,47,NaN,NaN,NaN
714,1,right,303.75,7,1,3,0,0,NaN,NaN,2,174,177,275,278,1.98666091156055,0.0327435022888832,0.520379646181357,1.60640477039283,135,315,47,NaN,NaN,NaN
715,1,right,303.75,7,1,3,0,0,NaN,NaN,2,271,102,185,307,-0.434681249719718,1.36874955269612,0.977433478851627,1.48062033129602,202.75,382.75,47,NaN,NaN,NaN
716,1,right,303.75,7,1,3,0,0,NaN,NaN,2,210,130,142,327,-0.615647167530198,0.647892840831901,1.16661044534193,1.74777398337196,199,379,47,NaN,NaN,NaN
717,1,right,303.75,7,1,3,0,0,NaN,NaN,2,165,169,244,39,-1.69008422247683,0.155986514095552,-0.724797883215126,1.73117250450616,31.25,211.25,47,NaN,NaN,NaN
718,1,right,303.75,7,1,3,0,0,NaN,NaN,2,150,296,303,98,1.16012508479842,1.38499529165311,-0.363260652151238,1.68600497455581,37.5,217.5,47,NaN,NaN,NaN
719,1,right,303.75,7,1,3,0,0,NaN,NaN,2,208,42,51,215,-0.869909813638621,1.56671125370538,1.84773508067475,1.48615706190957,222.25,402.25,47,NaN,NaN,NaN
720,1,right,303.75,7,1,3,0,0,NaN,NaN,2,124,303,302,173,1.27471947950301,1.54626879231564,-0.0207172604274729,1.42240208448651,53.75,233.75,47,NaN,NaN,NaN
721,1,right,303.75,7,1,3,0,0,NaN,NaN,2,253,155,141,181,-0.176818029083174,0.903859707024523,1.95984168493,0.40213094288143,257,437,47,NaN,NaN,NaN
722,1,right,303.75,7,1,3,0,0,NaN,NaN,2,99,109,256,293,-1.57316153834961,1.16775879047002,0.629429827641887,1.59799868308682,139.5,319.5,47,NaN,NaN,NaN
723,1,left,348.75,8,1,3,0,0,NaN,NaN,1,231,282,191,79,0.708787739422881,1.3476777759657,-0.924884457405561,1.11904425685652,348.75,528.75,48,NaN,NaN,NaN
724,1,left,348.75,8,1,3,0,0,NaN,NaN,1,208,239,176,74,0.713364827061433,0.790513531560467,-1.02626934271261,1.15737143509535,348.75,528.75,48,NaN,NaN,NaN
725,1,left,348.75,8,1,3,0,0,NaN,NaN,1,188,320,157,164,0.970571329966567,1.62783870054495,-1.6768465540454,0.266858054929261,348.75,528.75,48,NaN,NaN,NaN
726,1,left,348.75,8,1,3,0,0,NaN,NaN,1,155,271,115,70,1.16418967674736,1.09746897899605,-1.35854771248939,1.39798994427755,348.75,528.75,48,NaN,NaN,NaN
727,1,left,348.75,8,1,3,0,0,NaN,NaN,1,168,253,124,36,1.09632459507331,0.871122266974435,-1.2508397460614,1.7032886743289,348.75,528.75,48,NaN,NaN,NaN
728,1,left,348.75,8,1,3,0,0,NaN,NaN,1,189,284,152,98,0.94533565663447,1.22526630844015,-1.21712462190152,0.930354021916466,348.75,528.75,48,NaN,NaN,NaN
729,1,left,348.75,8,1,3,0,0,NaN,NaN,1,131,263,92,67,1.33492911297429,1.10182247221013,-1.44574775423105,1.56697966577838,348.75,528.75,48,NaN,NaN,NaN
730,1,left,348.75,8,1,3,0,0,NaN,NaN,1,223,307,172,50,0.797039469041318,1.57542498778856,-1.04299303561004,1.43888911184392,348.75,528.75,48,NaN,NaN,NaN
731,1,left,348.75,8,1,3,0,0,NaN,NaN,1,156,230,121,53,1.25451644468873,0.653882203865615,-1.29596570295132,1.53072054606737,348.75,528.75,48,NaN,NaN,NaN
732,1,left,348.75,8,1,3,0,0,NaN,NaN,1,184,311,135,67,0.984277389048713,1.53052397498394,-1.2534592382688,1.32789030264344,348.75,528.75,48,NaN,NaN,NaN
733,1,left,348.75,8,1,3,0,0,NaN,NaN,2,276,66,208,222,-0.542576444948001,1.68333715174262,0.632323424801308,0.626661889891757,203.75,383.75,48,NaN,NaN,NaN
734,1,left,348.75,8,1,3,0,0,NaN,NaN,2,294,231,102,250,0.28032754248085,1.46474698187553,1.53416383789056,1.18151661497019,264.25,444.25,48,NaN,NaN,NaN
735,1,left,348.75,8,1,3,0,0,NaN,NaN,2,253,138,73,144,-0.302115194905344,0.972855160743272,-1.84041994152955,1.23014894829086,268.25,448.25,48,NaN,NaN,NaN
736,1,left,348.75,8,1,3,0,0,NaN,NaN,2,222,63,250,277,-0.771567475791754,1.39341495380378,0.610781239545041,1.40751432988316,172.75,352.75,48,NaN,NaN,NaN
737,1,left,348.75,8,1,3,0,0,NaN,NaN,2,146,46,121,277,-1.17120613106996,1.52217422532377,1.34562293494715,1.30455534722279,186,366,48,NaN,NaN,NaN
738,1,left,348.75,8,1,3,0,0,NaN,NaN,2,129,51,185,240,-1.25443978199883,1.51621238846187,0.931272856665584,0.727569615492897,163.5,343.5,48,NaN,NaN,NaN
739,1,left,348.75,8,1,3,0,0,NaN,NaN,2,117,44,241,175,-1.29574537699659,1.64263507116753,-0.010183564963777,0.734966180350156,136.5,316.5,48,NaN,NaN,NaN
740,1,left,348.75,8,1,3,0,0,NaN,NaN,2,259,293,37,138,0.617321740718746,1.61691491632714,-1.86736753160092,1.63762498672587,304.75,484.75,48,NaN,NaN,NaN
741,1,left,348.75,8,1,3,0,0,NaN,NaN,2,78,134,319,156,-1.77402532100413,1.21748204179308,-0.0940403817647968,1.63237803909759,95.25,275.25,48,NaN,NaN,NaN
742,1,left,348.75,8,1,3,0,0,NaN,NaN,2,226,106,118,258,-0.623927726499924,0.980729880849813,1.42290896431977,1.13997341779148,215.25,395.25,48,NaN,NaN,NaN
