filename,unique_im,stim_pos_name,stim_pos,super_cat_name,super_cat,basic_cat_name,basic_cat,sub_cat_name,sub_cat,affordance_name,affordance_cat,is_specialcore,is_objectcatch,base_rot,abs_rot,rel_rot,facing_dir,rel_rot_name
food_banana_rot18.png,1642,left,1,food,4,produce,2,banana,2,grasp,2,0,1,34,34,0,sideways,none
food_banana_rot26.png,1643,left,1,food,4,produce,2,banana,2,grasp,2,0,1,50,50,0,forward,none
food_banana_rot27.png,1644,left,1,food,4,produce,2,banana,2,grasp,2,0,1,52,52,0,forward,none
food_banana_rot34.png,1645,left,1,food,4,produce,2,banana,2,grasp,2,0,1,66,66,0,forward,none
food_banana_rot37.png,1646,left,1,food,4,produce,2,banana,2,grasp,2,0,1,72,72,0,forward,none
food_banana_rot44.png,1647,left,1,food,4,produce,2,banana,2,grasp,2,0,1,86,86,0,forward,none
food_banana_rot45.png,1648,left,1,food,4,produce,2,banana,2,grasp,2,0,1,88,88,0,forward,none
food_banana_rot70.png,1649,left,1,food,4,produce,2,banana,2,grasp,2,0,1,138,138,0,sideways,none
food_banana_rot72.png,1650,left,1,food,4,produce,2,banana,2,grasp,2,0,1,142,142,0,sideways,none
food_banana_rot76.png,1651,left,1,food,4,produce,2,banana,2,grasp,2,0,1,150,150,0,sideways,none
food_banana_rot78.png,1652,left,1,food,4,produce,2,banana,2,grasp,2,0,1,154,154,0,sideways,none
food_banana_rot80.png,1653,left,1,food,4,produce,2,banana,2,grasp,2,0,1,158,158,0,sideways,none
food_banana_rot85.png,1654,left,1,food,4,produce,2,banana,2,grasp,2,0,1,168,168,0,sideways,none
food_banana_rot88.png,1655,left,1,food,4,produce,2,banana,2,grasp,2,0,1,174,174,0,sideways,none
food_banana_rot90.png,1656,left,1,food,4,produce,2,banana,2,grasp,2,0,1,178,178,0,sideways,none
places_gothicchurch_rot02.png,1657,right,2,place,5,building,1,church,1,enter,3,0,1,2,2,0,sideways,none
places_gothicchurch_rot03.png,1658,right,2,place,5,building,1,church,1,enter,3,0,1,4,4,0,sideways,none
places_gothicchurch_rot09.png,1659,right,2,place,5,building,1,church,1,enter,3,0,1,16,16,0,sideways,none
places_gothicchurch_rot17.png,1660,right,2,place,5,building,1,church,1,enter,3,0,1,32,32,0,sideways,none
places_gothicchurch_rot18.png,1661,right,2,place,5,building,1,church,1,enter,3,0,1,34,34,0,sideways,none
places_gothicchurch_rot19.png,1662,right,2,place,5,building,1,church,1,enter,3,0,1,36,36,0,sideways,none
places_gothicchurch_rot25.png,1663,right,2,place,5,building,1,church,1,enter,3,0,1,48,48,0,forward,none
places_gothicchurch_rot27.png,1664,right,2,place,5,building,1,church,1,enter,3,0,1,52,52,0,forward,none
places_gothicchurch_rot28.png,1665,right,2,place,5,building,1,church,1,enter,3,0,1,54,54,0,forward,none
places_gothicchurch_rot31.png,1666,right,2,place,5,building,1,church,1,enter,3,0,1,60,60,0,forward,none
